Strategy,Ann Return,Ann Vol,Sharpe,Max DD,Win Rate
Buy & Hold HRP,0.10141505308670906,0.13012070465620543,0.5553728698898992,-0.4707498583720108,0.6529680365296804
P(Bull) Scaled,0.13081108034554534,0.11311885900043708,0.8544851563337944,-0.2523225814428607,0.6506849315068494
