DATE,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth,Money,Other
1960-05-31,,,0.01930283538625358,,,,,0.013300568542605388,,,,
1960-06-30,0.0423465145450951,0.007796112249827574,0.019022812883172403,0.035468265368323,0.01657659959516861,0.022171413433188136,,0.07507615657874454,0.04486046741830403,-0.010370393085793232,0.03738406381207644,0.026548502226333492
1960-07-29,-0.005575866886621141,-0.0012147806892100752,-0.026736698373088928,0.010629995577477918,-0.05879040983295588,-0.0396812765226054,,-0.025115079340854163,-0.03325093311299352,-0.030857838371488245,0.011610793511153256,-0.017896363947963553
1960-08-31,0.04945525740190977,0.03382418609658658,0.01889149071943247,0.03695498939469587,0.018787263792852747,0.0019017179977101593,,0.04774383816473015,0.035829834244031654,0.028339052958449677,0.027581493987552087,0.023906588827566272
1960-09-30,-0.03453605054149603,-0.05647808239576889,-0.07813055912958392,-0.018145576677332385,-0.0686258142597957,-0.07734245603358142,,-0.0538616735774361,-0.09191190332410826,-0.08360648652356209,-0.07446671379991841,-0.05687269507728997
1960-10-31,0.025727463707958868,-0.012729759524369944,-0.015207531100436574,0.030682017099862156,0.0029272087031519713,-0.01707027856830637,,0.01162588067841227,0.006905149220934713,-0.03649072791693881,-0.012568575102291783,-0.0062868770664081895
1960-11-30,0.09856671484961058,-0.011008676324854427,0.05628234840026888,0.022208352728062736,0.050208050858241454,0.06948088665037362,0.04264221862278689,0.0372913591895632,0.0741377450784814,0.05094874801014557,0.1023380290304329,0.07227116840431119
1960-12-30,0.0518140241078552,-0.006754467314049564,0.03884193924665451,0.06586084783524093,0.026604233614513834,0.03377162243692785,,0.07634380134550534,0.022485474376717707,0.05672290063087695,0.07893449585647569,0.04972211254359992
1961-01-31,0.04771944014464479,0.08249154410915605,0.06372589680280255,0.09175268740264186,0.06003588838413766,0.026695675185856763,,0.04602736343018228,0.02439994121348053,0.02572511938116828,0.08469948097095965,0.07727091336341346
1961-02-28,0.0839224501763719,0.039199737881069216,0.05468205391224039,0.0041439726727200326,0.028317514339886822,0.02783852708878418,,0.03502778975476528,0.05380753646084239,0.021909422801551108,0.07379551169293302,0.052635475664276975
1961-03-30,0.04697853300524308,0.0352083641342412,0.014013255855972784,0.014212226896264146,0.01849665885201788,0.025050143012977397,,0.016015807874594855,0.05427490708871011,0.03825948407501359,0.030979248902994923,0.027833024707190557
1961-04-28,-0.010961840593221415,-0.01682281421143133,-0.008707957626445433,0.06429117668792593,-0.005919309785563037,0.0009625832124458085,,0.016466713124636115,-0.002402706458036012,0.02262896672172147,0.010722057981698783,-0.008870907352807513
1961-05-31,0.03340185415488554,0.01015180261530939,0.037319348506086925,-0.005360498180255051,0.04530246967561416,0.03896028445750796,,0.027826302347037667,0.05545094656238148,0.03583077337273449,0.038692847744565426,0.053717134841696504
1961-06-30,-0.007185550584334187,-0.008592867066130185,-0.03809758378610934,-0.04029350265324095,0.007570884977644913,-0.02764205447589077,,-0.012740734471062875,0.019350185443436724,-0.0232567514294744,-0.034936255529327664,-0.03717533608319934
1961-07-31,0.034440018248972255,0.06658071136046778,0.02013621653308892,0.026244043024449798,0.03447125228346915,0.030376736780882263,,0.03915295427597994,0.02968537455670882,0.049142263356885485,0.03583120349834189,-0.006272632615896575
1961-08-31,0.049024544154627286,0.013218710323490335,0.01937574264199006,0.018125182594980735,0.04089492419419027,0.06163735399484046,,0.03156316311624831,0.029081384282116853,0.028678007385413536,0.1139597920019736,0.0342456770543319
1961-09-29,0.003217941628316671,0.05831406511106481,-0.046245274714150096,-0.059343367530659684,-0.037871196969623676,0.025534282575917028,,0.013503682791594267,0.011255140024950915,0.0011847853802032004,0.009967659038781523,-0.022467515091475303
1961-10-31,0.034715206336939475,0.004067717798077587,0.008825758758173218,0.07345260193532817,0.0005741230437224828,0.04265832884064722,,0.059017234108853366,0.11177106755023476,0.0038894183266955235,0.0279668307843821,0.029334789253099205
1961-11-30,0.057872813469811414,0.10195772431413182,0.032258141144651635,0.057840368466542155,0.0301080865003012,0.02936491935408461,0.09151184148808374,0.04223672360831274,0.04971163968556325,0.04725587927661467,0.10908648323420647,0.01696283680203138
1961-12-29,-0.03082744666973566,0.032892297571255974,0.007809144804142713,0.04872215552465038,-0.0033205532511053895,-0.010593368668860768,,-0.04884804447114308,0.006987456060175477,0.006694640357754678,-0.058227895387668926,0.006732695862194929
1962-01-31,-0.07005083379691839,-0.0016828184432874627,-0.02787682077888888,0.003917333231501311,-0.05586930851062983,-0.04497973014733954,,-0.020410800342565153,-0.09704522800903757,-0.04593726241853528,-0.07044815872879129,0.0024011480579241356
1962-02-28,-0.00015335848187116944,-0.01867032122481468,0.0049817023129159,0.0581594181537937,0.034493764763297914,-0.0069773436743437766,,0.033058732445906965,0.026782875719696876,0.03221192186777777,0.06104463009633354,0.0015855941847681167
1962-03-30,-0.013596610069628626,0.006605047794467007,0.007684222293248582,-0.013353465711740158,-0.009771688637327747,0.007279730085529138,,0.017100904568352074,0.018180486898336682,0.014127967871867196,-0.02502670946752375,-0.01791333244036234
1962-04-30,-0.0637316418360787,-0.050685398710683165,-0.08442876119666674,-0.032553710966747015,-0.05712853886816534,-0.1278903911577143,,-0.03468093401503779,-0.03959554328503645,-0.12287865865183033,-0.06123886270017347,-0.06455726461787151
1962-05-31,-0.11587935644470962,-0.03923293697397293,-0.08190947437634506,-0.04829875437724097,-0.07784551536959998,-0.10225155763672986,,-0.10241738604864956,-0.09056291887216,-0.07674575043822393,-0.11600853517344346,-0.052973817516979035
