,BusEq,Chems,Durbl,Enrgy,Hlth,Manuf,Money,NoDur,Other,Shops,Telcm,Utils
1967-07-31,0.07792721437308778,0.077537363087577,0.04563113079514346,0.12218753132277074,0.08850527113874807,0.10964373340446443,0.11318036483812557,0.08670277456583408,0.0787327738254595,0.07181623539978611,,0.12813560724900327
1967-08-31,0.07654218102369312,0.12606951195341898,0.048281953942157015,0.11367932936536365,0.08795708732996287,0.05556051343976773,0.11593736577512258,0.0745705358380542,0.04021058969687349,0.12997065069957117,,0.13122028093601518
1967-09-29,0.04744681120956601,0.12053624707898819,0.045135677754473164,0.1146562539410993,0.08916474410601674,0.05851443933538707,0.11484694982695426,0.07654394647705366,0.07387461256896256,0.11995598232595975,,0.1393243353755393
1967-10-31,0.05174471178678443,0.12010025832733157,0.08123785887056195,0.10941653001809154,0.0870024486254011,0.05807708291013521,0.11275622140999039,0.07685671109480077,0.04502508357173289,0.08205558771252022,,0.17572750567265
1967-11-30,0.05189165427535429,0.11990595892839757,0.07676871483467074,0.11193001787279368,0.08679741082246202,0.05751372162176976,0.11201166513017104,0.07909109541021472,0.039845035502435414,0.13980995465080218,,0.12443477095092854
1967-12-29,0.05018588556704474,0.067836325646573,0.061274360395589596,0.07920750400255772,0.048464911299812015,0.06339700322659775,0.07607578178801001,0.14591248556271325,0.03839183295841713,0.07659481561679145,0.1485775981648783,0.14408149577101506
1968-01-31,0.04765480666442539,0.09715472569705448,0.03883671421316023,0.1025886907655545,0.050537318742889074,0.05209861828679124,0.1131108255481297,0.08418719012507496,0.03766176448849535,0.07846923497233527,0.14672738315272926,0.1509727273433607
1968-02-29,0.04753430193402364,0.0968848005010655,0.03924775272749207,0.09952416276781546,0.05147715244546112,0.05132328555914946,0.11216734621095208,0.08545899354797794,0.03640033068531597,0.07923856274045005,0.14698908966692822,0.15375422121336846
1968-03-29,0.04916654236485212,0.09811195555865179,0.039735426041829294,0.09980789918372636,0.05334170830499414,0.05160706716562491,0.1109176255350454,0.08713294876789796,0.03626292152236927,0.07919554673710517,0.14571074462976336,0.14900961418814024
1968-04-30,0.042682451933368185,0.09971990121604275,0.03963448975776017,0.12200760364958574,0.04963281251439085,0.04837682267506246,0.09787655220135162,0.07617427161087009,0.031367534435747635,0.11642356496428757,0.15624345430673184,0.11986054073480107
1968-05-31,0.04359554503954837,0.09871950491494644,0.03981819443251943,0.12707757773106446,0.05199355255738546,0.04713328502037744,0.09461273068081646,0.07341313057274765,0.0318080690298756,0.11706135601839232,0.1557165484738938,0.1190505055284326
1968-06-28,0.03616069086196699,0.0652087757076499,0.0635998096499499,0.12519459105419237,0.04688104706683751,0.04922525660992921,0.06765895067424628,0.12607441464591096,0.03796915753882814,0.11442200013271084,0.1614801238718769,0.106125182185901
1968-07-30,0.0759492531005522,0.06437530052994626,0.03659221625489326,0.1411407118343563,0.06909818446824237,0.04595089185971418,0.06446820633283101,0.07052540364631951,0.048188475754255694,0.06988377714046537,0.18198300658925026,0.13184457248917356
1968-08-30,0.07627996218533556,0.06453243013992592,0.03660009050167167,0.1408758158842642,0.06928035880497821,0.046006951656523624,0.06386445968706594,0.07077783462038185,0.048660721855231785,0.07059353111254912,0.18129559093438335,0.13123225261768892
1968-09-30,0.0757726589308285,0.09356411076057718,0.03618345064765862,0.14225207065746148,0.04908695270399705,0.045105245988154956,0.05608163530096372,0.06699580312586219,0.04640060478331567,0.06901134122054114,0.18393756778419917,0.1356085580964403
1968-10-31,0.07299144159989682,0.09235965255733725,0.035491815388851385,0.14532489015511996,0.05118334917138386,0.04482803966385643,0.05723541966584684,0.06753149485255072,0.04651739220993778,0.0689064944617149,0.18042371729330894,0.13720629298019515
1968-11-29,0.06812550706297953,0.058603500668031765,0.0419961053939876,0.13734240041436943,0.08406979371952827,0.09147211570001117,0.050006705447453066,0.07726010270493076,0.02949569784031821,0.060895607906385964,0.176944623891518,0.12378783925048623
1968-12-31,0.06777056399152502,0.05896514509683223,0.043546880374926815,0.13525452788181155,0.08845097297584889,0.09200860331748369,0.04918597810928125,0.08080721028397397,0.029920557230834057,0.06009636768719182,0.17000797534956374,0.123985217700727
1969-01-31,0.06597649857897708,0.059683767406224955,0.04346159314666917,0.1378808597264519,0.08839878083695318,0.09121524784986743,0.04856439677325337,0.0808933967008958,0.030064355090256567,0.059307782064265145,0.16941043034319492,0.1251428914829905
1969-02-28,0.07044615239389014,0.06097203513557177,0.042215954781920265,0.13681665080604838,0.08753161851233669,0.08853303206860429,0.043964232740508286,0.07688167158050276,0.031352173388279614,0.06543011780429824,0.17608402555537342,0.11977233523266624
1969-03-28,0.07269116813763218,0.10618229245976143,0.07145759654389518,0.12827366599450057,0.05460764454883513,0.04920261196667398,0.05184630207979441,0.07422104600533178,0.029697466224750346,0.06555643778819438,0.1760849801115398,0.1201787881390908
1969-04-30,0.07090016171547467,0.06318023749849645,0.04264556559001211,0.13297746792682133,0.0891112889221768,0.09132160813817514,0.045495923370613124,0.07982403034383932,0.03270164085317602,0.06385873189423076,0.16314739132084305,0.12483595242614123
1969-05-29,0.07421945297061995,0.10868156948387951,0.07218760935822222,0.13189891639897572,0.05459125548223406,0.05018312861943555,0.05190899297193706,0.07605491639892495,0.030070448129507012,0.06590681837306256,0.16099127339732872,0.12330561841587269
1969-06-30,0.05937077823085826,0.10639938824332057,0.08879854157879068,0.10732904695239556,0.05392837089826368,0.048573303605056205,0.06413565364531387,0.07086245244399318,0.028075527810320033,0.09584178876612026,0.11334137196489544,0.16334377586067228
1969-07-31,0.057383340381196,0.07738696780186276,0.044533710099044395,0.09243964654694588,0.061302766373517455,0.0678445252510357,0.04308810388756624,0.14192253686296158,0.053989647571456446,0.09650846790507596,0.09949616557362782,0.16410412174570993
1969-08-29,0.057738114602409865,0.1132375119205354,0.09305234247820102,0.08990643968972649,0.054905087114000425,0.05000167438196501,0.0663422787900713,0.07037715443972274,0.028570706697188947,0.0793170478239556,0.12244354761366558,0.17410809444855763
1969-09-30,0.08340039984185246,0.11709827752084673,0.052159761314784156,0.08967571314848136,0.05958893283610501,0.053005252883001445,0.07033826646782751,0.0747177448873288,0.030409226923043545,0.06322007605808308,0.17856848179096105,0.12781786632768505
1969-10-31,0.08106077391432628,0.06895295200427298,0.049201583590920174,0.09449168685483338,0.09711419450411223,0.10045256248322991,0.041182216484777316,0.07447031534059109,0.030854427647912273,0.05823264315251112,0.1825342130066158,0.12145243101589757
1969-11-28,0.08162919782539403,0.06927796145278028,0.04896197860896612,0.09339606691979128,0.09890293774654052,0.10038418104332435,0.03993489199517635,0.07533343358644737,0.030858696625293777,0.05756212313070484,0.1856279941481657,0.11813053691741542
1969-12-31,0.0872240294468755,0.11962366011904046,0.053698828262587484,0.0935311882782527,0.059475858323325255,0.054233905232027424,0.06845963999209888,0.07064597807057207,0.03171567341967727,0.06336278570085203,0.17969729180791097,0.11833116134677997
1970-01-30,0.08246985079193508,0.07999006497383214,0.04824177622679318,0.08130704246524215,0.05933577521714585,0.10010540265053534,0.039452975383938896,0.08648028636678796,0.05722590216814841,0.05735004201250786,0.1871485606203222,0.12089232112281104
1970-02-27,0.06260303962202964,0.12478380760584641,0.09869007050739888,0.07613055314488391,0.09520890978013286,0.05366883290734186,0.03456768517757675,0.07323525751568868,0.027967169859193553,0.07955364092084895,0.1167831574529931,0.1568078755060654
1970-03-31,0.061882963157867996,0.08286067566044317,0.08598497382240639,0.07602600091078422,0.06097661316386084,0.07085649716333178,0.06627819204743648,0.14786763918744858,0.03183341694161814,0.06179818150623996,0.09856067898312293,0.1550741674554395
1970-04-30,0.08498061075243,0.08737757567051974,0.055203803953708955,0.08213035113232273,0.10327677297787642,0.065089259518923,0.038031604048154505,0.08547354911067528,0.058004664720723714,0.06388062430200603,0.1720300247558955,0.10452115905676412
1970-05-29,0.08246969009775953,0.08947808619381285,0.056833016644087894,0.08343517759669068,0.10257977870828079,0.06291583620035972,0.03767717091971431,0.0842558161873329,0.0574757451686807,0.0631959991716138,0.1753478762857483,0.10433580682591855
1970-06-30,0.07877576333327502,0.09170448273913058,0.05894568979264278,0.08479425643609861,0.06680165172100366,0.06359418523297306,0.0380686603238907,0.08678447685801699,0.057408759540169794,0.10295574123554323,0.16592257841822008,0.10424375436903563
1970-07-31,0.05723719544873697,0.1406679128758733,0.05390198392410419,0.11870893082368379,0.11203832164578534,0.07013488338772839,0.03338941218921636,0.1468811320303712,0.02797953228863037,0.05861910758683934,0.08299163984568089,0.09744994795334987
1970-08-31,0.056051437449380064,0.14110417881367227,0.052439163782864416,0.11742875649565472,0.11350233332385126,0.07028597317662139,0.03353327377848456,0.14952624123587543,0.027997853802300656,0.05824656753091851,0.08423166307609942,0.09565255753427732
1970-09-30,0.0550000123716013,0.09682829978577685,0.05613354666598561,0.1178054021246528,0.11651561476955452,0.07139530885521683,0.034711478692879695,0.1503681137205321,0.028527484750883143,0.090900984428577,0.085361526092809,0.09645222774153109
1970-10-30,0.055597058796814765,0.09776334055248277,0.05868520534871324,0.11805528430487024,0.11747356949865286,0.0715648845118042,0.03316442999732145,0.1496505492612512,0.028230685297624937,0.08960666404226883,0.08351086434657667,0.09669746404161896
1970-11-30,0.05619741034072993,0.0973623458474497,0.0581632971093073,0.11882835399402404,0.12060653357036291,0.07237308044342027,0.03820407062033874,0.14948873320941952,0.05740900861928734,0.05741541227703629,0.08258932202876541,0.09136243193985856
1970-12-31,0.053394480629396994,0.09131570856551992,0.09848874889706143,0.07661559563560524,0.08028123331009596,0.12401279673952448,0.038797645881495514,0.09033562142278846,0.05937760302561754,0.05772786323198724,0.09559581324404462,0.1340568894168626
1971-01-29,0.057865422879200136,0.09401559523619295,0.05917570280966543,0.12367386451271584,0.12406107030423466,0.07046803054048778,0.0344410273868376,0.1488035102493848,0.02936938980610163,0.09092653489268421,0.07651642644026788,0.0906834249422271
1971-02-26,0.05814755657091532,0.09380150722762633,0.05887073025496599,0.12286249085583341,0.12405416306986292,0.07179685884978217,0.06564582868211823,0.14862616030576334,0.03249268485713375,0.05714801818790495,0.07514649411300058,0.09140750702509308
1971-03-31,0.052714364996719026,0.09123097680278851,0.09773490004459869,0.07888161189596407,0.07973746525540748,0.12570110852638225,0.037969363997686786,0.08232151058367514,0.031483774458329984,0.09466243968384941,0.09023118741496583,0.13733129633963284
1971-04-30,0.04895775681655979,0.09169941004307744,0.09497185756642514,0.08361303672162489,0.07265268699598092,0.11633660309555346,0.03868341753224011,0.08280999691632654,0.031042379992719377,0.0941243203445709,0.1484378607671442,0.09667067320777727
1971-05-28,0.048320955440753696,0.0932489510991361,0.09519507163476135,0.08235533384663792,0.07307913317490643,0.11715113132512742,0.038705612638416445,0.08330619062677046,0.03130465281572409,0.09514034245202695,0.14599296895754957,0.0961996559881896
1971-06-30,0.04844453958415572,0.09194888771863532,0.0971801658480493,0.0827194738341472,0.07423336755498851,0.11848558779343295,0.03818100123978037,0.08426744741176075,0.03192662546903002,0.0941277117707041,0.14445107767621368,0.09403411409910227
1971-07-30,0.04682401238887883,0.09231551041900095,0.09683019988229995,0.08294833467115438,0.0748634403428322,0.11730935362002437,0.038716561434785315,0.08556881416379354,0.03188337653799012,0.09527943610922333,0.143649752367776,0.09381120806224101
1971-08-31,0.04690418674552001,0.09068095872121658,0.09261587840310835,0.08567838418641219,0.07559765526974421,0.11573925000583098,0.03850537991084423,0.08626636140479699,0.03140767048681079,0.09423656454266953,0.14642523667924506,0.09594247364380112
1971-09-30,0.045681427121142745,0.09224297565906892,0.09143708562330646,0.0859843634507124,0.07590117728912611,0.11558167008659581,0.03837109256991589,0.08653016081041368,0.03211562350852901,0.09217749716485209,0.14256788062310288,0.10140904609323399
1971-10-29,0.045822945625893556,0.09457361406354504,0.09054022031966563,0.08573719746026148,0.07630078722303317,0.1138134290718594,0.03851121558258573,0.08472123307988004,0.03201534871888745,0.09218230459036722,0.14301057815078003,0.10277112611324138
1971-11-30,0.04457427404548201,0.09097467666148928,0.08766563015492378,0.08849433149416065,0.07517002180640503,0.1110720274617943,0.039266827413063345,0.08971199429515704,0.05931784483656009,0.05506118432410882,0.14870750822931914,0.10998367927753651
1971-12-31,0.051403285380544436,0.09150282583095895,0.09223438078362808,0.08650531953608938,0.08700116029073439,0.05246301240650129,0.04064198468052831,0.13054573667276487,0.06784540933465488,0.04571633758146689,0.1490955383701897,0.10504500913193883
1972-01-31,0.050570995424458746,0.09120760673830587,0.09210171234077753,0.08681615697040283,0.087603740494467,0.05789952225145523,0.04065556907566455,0.07738656937259553,0.06742365668495422,0.09364186499852992,0.14942089510777232,0.10527171054061633
1972-02-29,0.05057598002188544,0.09479935724423426,0.09544770423525173,0.08417992957805248,0.0856058507257584,0.05902076868532829,0.04035877944352388,0.0780237770001842,0.06805563422330363,0.09482697581716257,0.14738277724972107,0.10172246577559405
1972-03-30,0.05115897771691884,0.09516108915811435,0.09517268268099256,0.0821184503424876,0.08523690160117149,0.05886165751985668,0.040304595383991046,0.07809805917845726,0.06810179469578892,0.09502279138397998,0.14788159068873263,0.10288140964950865
1972-04-28,0.05135969859585973,0.09624406250990802,0.09468671141999134,0.08204870054903995,0.08675295170123115,0.05399675181499429,0.039913391960913355,0.13104742380543083,0.06823551676369373,0.04618439331819668,0.1478348730486876,0.10169552451205349
1972-05-31,0.05202149336103078,0.09575584168724563,0.09975828864639996,0.08006733332865533,0.08571038527995624,0.05351196921456286,0.03900272827896804,0.13180364103502906,0.0677159583984521,0.04799619256064619,0.14581449855814946,0.1008416696509044
1972-06-30,0.052278340378448175,0.09536816754496294,0.10088526283313085,0.07955622299760895,0.08921140281651058,0.05296085695441943,0.03755114881521693,0.13059616297417684,0.06632997988875801,0.04760539369535641,0.14720505771314032,0.10045200338827057
1972-07-31,0.05321157756773584,0.09498149644221396,0.100101905603774,0.0791271349367703,0.09144829478118943,0.052910193576656155,0.037433355274888634,0.12984101288618125,0.06565153927869864,0.04735125277114447,0.14789846240975754,0.10004377447098993
1972-08-31,0.05325375023588836,0.09319641951665959,0.107185606295135,0.07278212832136757,0.09192037651449239,0.05430712285087009,0.036891761720780104,0.13343192593540676,0.07014631646993227,0.048515653388149886,0.14325548463616447,0.09511345411515351
1972-09-29,0.05386664068352638,0.0921171254973523,0.10700840046989397,0.0734260087548484,0.0930211454039072,0.054416186868787755,0.03680336338539787,0.13274229875094914,0.0701028430862694,0.048614275110123034,0.142169561176756,0.09571215081218853
1972-10-31,0.05520571738750199,0.09372876171358906,0.10784637658229947,0.07402854225472372,0.09305783031596598,0.054351780319365335,0.036920733156387366,0.13250736096967536,0.06981203481197525,0.048439725407960925,0.14212273536347145,0.0919784017170841
1972-11-30,0.08500402151792713,0.1028741990694985,0.06701742248103566,0.05476003087920406,0.10401453493766676,0.11012191965639168,0.06770703002170887,0.08464753117360488,0.035913307996660926,0.05774750196762884,0.09413489360922818,0.13605760668944472
1972-12-29,0.08489186541486399,0.10411270113116607,0.06692611103398731,0.05466834595616687,0.10317531472890881,0.11009132559988612,0.06774931106485625,0.08459302650218278,0.035957996608557495,0.057704365247637335,0.09360198212480467,0.13652765458698235
1973-01-31,0.08136354897150996,0.16113113962353343,0.06206712405129114,0.05567854637547948,0.1029442293565466,0.11102355558852114,0.037823174002409476,0.07305294205774535,0.03608818572348548,0.05018577820509277,0.09337513403307213,0.1352666420113132
1973-02-28,0.08784075538183493,0.11776256288921738,0.06480352180871046,0.05188400268610453,0.10825683674884017,0.11440950233229835,0.06416175865958429,0.07926567452625624,0.035120971769080175,0.053589314679110225,0.0896621589125081,0.13324293960645525
1973-03-30,0.08824772981423783,0.11824568113905304,0.06372694513454592,0.051528708697981734,0.10965022801583241,0.11551181615148669,0.06345126300374716,0.07934909342083964,0.0353951361738167,0.05179603012636176,0.08979527143067671,0.1333020968914202
1973-04-30,0.08786253445754219,0.11770303267576054,0.06356640018792734,0.05286906066809517,0.10818231020444884,0.11558161895116481,0.06255595827903022,0.07750040752422392,0.03557090659605429,0.04987168885412109,0.09223353519239226,0.1365025464092393
1973-05-31,0.08930894265353834,0.11614603825750973,0.06461180153054048,0.04940427706468926,0.11687442924459632,0.11821700970330472,0.06169864460013156,0.08133137329537982,0.034639078302793426,0.05154058987396073,0.0875740450487579,0.12865377042479775
1973-06-29,0.08957878243726554,0.11534002698039358,0.06363300812397871,0.04918796263537962,0.16981480129184914,0.11949744546287124,0.06308020573840267,0.08059841538554252,0.034414451651808765,0.049991781877794794,0.08307639762872318,0.08178672078599025
1973-07-31,0.09080443365816858,0.11259286213945102,0.06219949226360685,0.05068722086898342,0.11839500590939263,0.12023082361974732,0.060366819398440116,0.07968370132871241,0.032754656803124144,0.04861465905172754,0.08930254244076712,0.13436778251787884
1973-08-31,0.09155181384649433,0.11086221996689775,0.06241269500115496,0.05112338283571246,0.11162450497758758,0.12391174872975103,0.061983522494129514,0.08020887048632412,0.033395823147669514,0.04897624848250569,0.08878402640775016,0.1351651436240229
1973-09-28,0.06347158268810418,0.10618859746889035,0.09896613636833693,0.06855950365584387,0.12326493029486812,0.0638987050300469,0.03488979852119009,0.12368699420546714,0.06570380437460734,0.041240982762621,0.08172438044801081,0.12840458418201345
1973-10-31,0.06153852544726432,0.10756033561351377,0.09931887102177622,0.06545254570123098,0.1678279956018405,0.06431559505261625,0.036689772925499714,0.12488840359359572,0.06615886879196711,0.04168062934464421,0.07765513528834739,0.0869133216177038
1973-11-30,0.06516092823314347,0.09035083389050722,0.09407425990143423,0.06930099625056058,0.17605245270094722,0.0726162548652817,0.037266978768902885,0.07370089318105374,0.06341849798869237,0.0885826491837155,0.09234221367703038,0.07713304135873071
1973-12-31,0.0662390910681243,0.09144792450062118,0.09435023122341366,0.06672064404736838,0.17479845461180502,0.07334847988354988,0.037325072070706275,0.07475972639009003,0.06246373280944503,0.08910974715543418,0.0909740290107049,0.07846286722873717
1974-01-31,0.0665384810628006,0.09460713804888468,0.09333567884136781,0.060129695192990114,0.1684597540125618,0.13625262892873377,0.038061966020539136,0.07331712753978359,0.060016176488982574,0.04386748249798515,0.088972384586425,0.07644148677894579
1974-02-28,0.0673500993743207,0.09500113290016098,0.09350787783982596,0.06031505205007791,0.16821687967354135,0.1363140603550258,0.038087652095394865,0.07353876428542731,0.05965480604980102,0.04396853051943392,0.08757148165602376,0.07647366320096645
1974-03-29,0.06937327119937689,0.09436638424209563,0.09261631302045316,0.0679601190879668,0.1284378368305162,0.07331320115460335,0.038177211653795694,0.0740217180100072,0.06129555723443715,0.0893600416052805,0.13304333852544614,0.07803500743602129
1974-04-30,0.06901484086351976,0.09681931037582098,0.093630877303616,0.062430553622663816,0.1199322614314859,0.14075678436629216,0.03826060060011058,0.0743569797710221,0.05960077860406458,0.043935742385645835,0.13045475989318506,0.0708065107825734
1974-05-31,0.06831787709098613,0.09712081070499783,0.09331978777171505,0.060960218881399485,0.12123778562035553,0.1392799583240015,0.037130884056045484,0.07117598070726584,0.031351743747441416,0.07481086565737692,0.13584444516827185,0.06944964227014314
1974-06-28,0.06836135778671391,0.0978939154640909,0.09329173534429742,0.06112958442963955,0.12095903074722082,0.13954129854762504,0.03664093715776351,0.07152922867815326,0.03149434268786007,0.07474652369276473,0.13629766894661344,0.06811437651725734
1974-07-31,0.10218335055580989,0.10534673674866182,0.05599790451208168,0.05754387662342927,0.10902639421214545,0.08571432685955924,0.06466695472514976,0.12915250139926787,0.03382564306503352,0.040104603784842166,0.09530692685134991,0.12113078066266944
1974-08-30,0.10519143126824661,0.09096571150858362,0.05592060066922223,0.06154158942557241,0.1121975676547504,0.08384270260719115,0.06860740786238297,0.12665348724144196,0.03498847946189782,0.03965051843836593,0.1442233123295235,0.07621719153282137
1974-09-30,0.09409145011106439,0.1302357508255987,0.05294658460421972,0.06462191336337265,0.10110871910319451,0.07860676300255638,0.04368021466796486,0.12487660866535286,0.033231469082808995,0.037457529085836036,0.15590096950994037,0.08324202797809051
1974-10-31,0.07072162912370988,0.12665164012482533,0.1245638931109902,0.073019779873361,0.06962702833689104,0.06405176234585934,0.037518797799539746,0.06123653029732014,0.03741186634648125,0.0848949996197433,0.17003210925453457,0.08026996376674421
1974-11-29,0.06894277578470213,0.12539996538019252,0.12301895686134409,0.07125999219833189,0.07103947476428925,0.06421114846652425,0.073729524978137,0.0633993980361494,0.03933845322865393,0.04889786431455186,0.1665139990960934,0.08424844689103024
1974-12-31,0.06874385704333412,0.1247942798681304,0.1229551993416393,0.07152823488159717,0.07107897775607586,0.06384699872842975,0.07373813958730042,0.06369816120461111,0.03908951234166863,0.04892021231013053,0.16682006894724863,0.08478635798983389
1975-01-31,0.06989273335442363,0.0785630487643514,0.11412488346117264,0.08469497834669547,0.13244109590023515,0.06705455808702436,0.07630728392055063,0.0617318438681055,0.07106902301710706,0.04391793675068917,0.117128659052266,0.08307395547737903
1975-02-28,0.06532309326841428,0.07647464009364896,0.1146582732720456,0.08588353806651274,0.12144012117832322,0.06557404824129993,0.07975951273627199,0.061926962677326204,0.07214768354854457,0.04381257874747586,0.12392934421284275,0.08907020395729391
1975-03-31,0.06620330291032371,0.07631826810613593,0.11380296164074512,0.08664778472013236,0.12229213096858794,0.06514752878406771,0.07981059198815099,0.06072224969635797,0.07111574454620878,0.04260094935750011,0.12524389563445748,0.09009459164733188
1975-04-30,0.09580012042335108,0.11606655514824997,0.06006346360785848,0.07639347222068447,0.12437559084934198,0.07280602412881752,0.046038520748197476,0.11732239282541221,0.03554236197969271,0.03838149827569694,0.12633590027955507,0.09087409951314207
1975-05-30,0.10009013074407618,0.06845445974845533,0.05957015790737117,0.13691701219126493,0.06209991601971709,0.0739440757709714,0.04730511218708442,0.11607320643045847,0.040810353343602834,0.07762004122636439,0.1293985496248323,0.08771698480580165
1975-06-30,0.1011866663039396,0.06962948209150997,0.05750655850928544,0.1370625427882413,0.0633880235603485,0.07524420417508468,0.047100387720475305,0.11664952685182435,0.041243681082131105,0.07765118514869129,0.13009620933869998,0.08324153242976867
1975-07-31,0.07072347012072058,0.06750959860857576,0.11014834902540328,0.13910158511201604,0.06486628337023295,0.06487687946469353,0.08039294437566288,0.06022068563781763,0.07463046313778225,0.04217488496841489,0.1401939929765537,0.08516086320212654
1975-08-29,0.06940495002970178,0.06716761493401183,0.11246179563998328,0.08141609360448722,0.06837231975911721,0.0631282801559481,0.07853169348650253,0.05908518866619204,0.07297058581362649,0.04273293396604443,0.20557737703788082,0.07915116690650444
