,regime,prob_bear,prob_bull,log_return,downside_dev,regime_label
2006-11-30,1,2.1863347556826622e-07,0.9999997813665243,0.012724319811708115,0.005390873534251028,Bull
2006-12-29,1,2.285681682950269e-07,0.9999997714318317,0.0209402000596718,0.002252129189696536,Bull
2007-01-31,1,0.0010902360727929237,0.9989097639272071,-0.004812194523630259,0.0054228423378913,Bull
2007-02-28,1,0.00019200791542546336,0.9998079920845746,0.007004503178175223,0.005541556700020057,Bull
2007-03-30,1,0.00017182901491613088,0.9998281709850839,0.03414625687025782,0.006601823083810378,Bull
2007-04-30,1,0.0009769232620898242,0.9990230767379102,0.031086186354067995,0.0074221457047120055,Bull
2007-05-31,1,0.0031696066110859533,0.996830393388914,-0.024436932807363195,0.013876785519438807,Bull
2007-06-29,1,0.019879924645764737,0.9801200753542353,-0.045309593239313085,0.020251903651054174,Bull
2007-07-31,1,0.00175726584404885,0.9982427341559512,0.011384724790973303,0.014759199732835898,Bull
2007-08-31,1,0.0003875729990276703,0.9996124270009724,0.02526073761783793,0.014759199732835898,Bull
2007-09-28,1,0.00038392788669284805,0.9996160721133072,0.01377111910178705,0.014759199732835898,Bull
2007-10-31,1,0.006802908520783386,0.9931970914792168,-0.034452831382306905,0.010439152709797143,Bull
2007-11-30,1,0.035384682823570116,0.9646153171764299,-0.018182204958178082,0.013653435203937775,Bull
2007-12-31,1,0.16080890649617124,0.8391910935038288,-0.03998630788994754,0.011334104516556563,Bull
2008-01-31,1,0.33144561392171945,0.6685543860782805,-0.03839361505796831,0.009988906746197117,Bull
2008-02-29,1,0.37260623262700737,0.6273937673729925,-0.00947577478035681,0.013535376787703113,Bull
2008-03-31,1,0.42766619221867047,0.5723338077813295,0.035265580226577484,0.013535376787703113,Bull
2008-04-30,1,0.46765664367199394,0.532343356328006,0.02555626191699389,0.015081425432001602,Bull
2008-05-30,0,0.9999792655571124,2.0734442887627246e-05,-0.09484854602644757,0.03565483284405385,Bear
2008-06-30,0,0.9999953439736843,4.656026315700972e-06,0.02573550598452515,0.04342025408188854,Bear
2008-07-31,0,0.9999999999199256,8.007446750807071e-11,0.02585872623392251,0.06036766547679868,Bear
2008-08-29,0,0.9993564429642311,0.000643557035768941,-0.06311001330994019,0.022442531708753464,Bear
2008-09-30,0,0.9999999999999998,2.422201106849747e-16,-0.17532664833588638,0.05784553077935482,Bear
2008-10-31,0,0.9999999933723513,6.6276486259512965e-09,-0.0696354143528005,0.05157967331816378,Bear
2008-11-28,0,0.9999999999578657,4.213434552825507e-11,0.02541022841997196,0.06298914056695802,Bear
2008-12-31,0,0.9999999993318751,6.681249657976735e-10,-0.08244873359041398,0.05241681129467802,Bear
2009-01-30,0,0.9999999910547511,8.945248855814399e-09,-0.10293117094865202,0.045456150664601847,Bear
2009-02-27,0,0.9999996035186066,3.9648139337997997e-07,0.07444445740072698,0.04719672298985169,Bear
2009-03-31,0,0.981488824766232,0.018511175233768055,0.0837820710029612,0.01679443755786089,Bear
2009-04-30,0,0.8522116060958348,0.14778839390416518,0.030941438331009104,0.014483270351238794,Bear
2009-05-29,0,0.6949928102745538,0.3050071897254461,0.02246590511959327,0.014483270351238794,Bear
2009-06-30,1,0.32529091424745393,0.6747090857525461,0.06473970195555753,0.03449336598186591,Bull
2009-07-31,1,1.6391483119237808e-05,0.9999836085168807,0.02746596521364286,0.013384131462565983,Bull
2009-08-31,1,6.907979546554122e-05,0.9999309202045344,0.036679580644902406,0.012192696914412899,Bull
2009-09-30,1,0.0004856386246596956,0.9995143613753403,-0.02577217264490557,0.014721051872886269,Bull
2009-10-30,1,0.0003082790642374859,0.9996917209357625,0.047930564203850695,0.015394263508859762,Bull
2009-11-30,1,7.057050413851993e-07,0.9999992942949586,0.03979914022777281,0.015437542281201451,Bull
2009-12-31,1,8.485661663798565e-07,0.9999991514338337,-0.023130816290906204,0.0018677209894431264,Bull
2010-01-29,1,4.710239192106935e-07,0.9999995289760808,0.03359304460275151,0.0018677209894431264,Bull
2010-02-26,1,6.329124829182756e-07,0.9999993670875171,0.05050361040832984,0.0018677209894431264,Bull
2010-03-31,1,2.255433932110312e-08,0.9999999774456607,0.020186426039270323,0.013692012994093637,Bull
