Strategy,Total Excess Return,Annualized Excess Return,Sharpe Ratio,Volatility (Ann.),Max Drawdown,Calmar Ratio,Win Rate,Avg Win,Avg Loss,Best Month,Worst Month,Total Months
HRP 60m,388.1163667561456,0.06051671585132601,0.4526636980961914,0.14988573369732147,0.14274574471509513,0.7373518160607602,0.6175243393602226,0.035016612859115046,-0.032177920988313215,0.1818995011133346,-0.2300461014247699,719
