,HRP_60m
1981-04-30,0.028660633187804763
1981-05-29,-0.015277044301121534
1981-06-30,-0.007038796691351545
1981-07-31,-0.039182824480417544
1981-08-31,-0.019178213228050578
1981-09-30,0.042868926546574926
1981-10-30,0.030518353522514863
1981-11-30,-0.019934651110161905
1981-12-31,-0.00017438528896174255
1982-01-29,-0.042109678332177825
1982-02-26,0.007063260818903627
1982-03-31,0.027013830562866437
1982-04-30,-0.026741292460781052
1982-05-28,-0.012367521025822836
1982-06-30,-0.011486382006355433
1982-07-30,0.1248868669510339
1982-08-31,0.008207802454378799
1982-09-30,0.09705921558360742
1982-10-29,0.03939522101473569
1982-11-30,0.009599218160111223
1982-12-31,0.048189109106958616
1983-01-31,0.01848480171068867
1983-02-28,0.02791070770266324
1983-03-31,0.06336783537064394
1983-04-29,-0.008707837124779183
1983-05-31,0.029628707995259074
1983-06-30,-0.03564151949764294
1983-07-29,0.01154820273699464
1983-08-31,0.023143589177158974
1983-09-30,-0.01624157848176766
1983-10-31,0.014409817828253235
1983-11-30,-0.018219151241454568
1983-12-30,-0.00038569697873092057
1984-01-31,-0.040302920254538854
1984-02-29,0.0032504275658429282
1984-03-30,0.00941616711961113
1984-04-30,-0.04773959576052689
1984-05-31,0.04076089184570786
1984-06-29,-0.013631978712570936
1984-07-31,0.099134769026066
1984-08-31,0.0014981328368808278
1984-09-28,0.008778282540122806
1984-10-31,-0.00239424489696749
1984-11-30,0.02889325737879722
1984-12-31,0.06497065704872673
1985-01-31,0.02235456236018818
1985-02-28,0.021074516888490935
1985-03-29,-0.0025658505353767236
1985-04-30,0.06611471140242475
1985-05-31,0.02574800391512455
1985-06-28,-0.01859734361823162
1985-07-31,-0.0006315975615525105
1985-08-30,-0.04347207621816518
1985-09-30,0.047010498753580654
1985-10-31,0.06939959070879831
1985-11-29,0.044419171209885366
1985-12-31,0.0048464535044323576
1986-01-31,0.07712462676380594
1986-02-28,0.054041119705827034
1986-03-31,-0.010844583443220146
1986-04-30,0.05322025917951434
1986-05-30,0.024805257650394097
1986-06-30,-0.04027721302907661
1986-07-31,0.07648685462727078
1986-08-29,-0.0835842771224935
1986-09-30,0.05702581467247225
1986-10-31,0.025598653245533898
1986-11-28,-0.028832523547249078
1986-12-31,0.1307051164803441
1987-01-30,0.03207948273845429
1987-02-27,0.023525418589520175
1987-03-31,-0.01567185355426093
1987-04-30,0.008072324407289111
1987-05-29,0.04548751054536759
1987-06-30,0.03894945323879195
1987-07-31,0.04050424877550829
1987-08-31,-0.017893927377877206
1987-09-30,-0.19079882400331694
1987-10-30,-0.07033897452581905
1987-11-30,0.0588441252446259
1987-12-31,0.055865555484525764
1988-01-29,0.033202550943268294
1988-02-29,-0.029226919193087397
1988-03-31,0.0058134433225400794
1988-04-29,0.012111669317688811
1988-05-31,0.044447444581059425
1988-06-30,-0.004558534099883604
1988-07-29,-0.02881771664157262
1988-08-31,0.04241343671041786
1988-09-30,0.02099955125048858
1988-10-31,-0.01199086334387145
1988-11-30,0.01662130409334628
1988-12-30,0.06592786520345983
1989-01-31,-0.020171722663399616
1989-02-28,0.026868343318603438
1989-03-31,0.05108180557102271
1989-04-28,0.03914618438410722
1989-05-31,-0.001548939894236434
1989-06-30,0.08210685195092604
1989-07-31,0.018716035887901716
1989-08-31,0.003946611176647963
1989-09-29,-0.018906945106970996
1989-10-31,0.023366887101013534
1989-11-30,0.03229076213544957
1989-12-29,-0.07452406144916701
1990-01-31,0.013496254003916963
1990-02-28,0.020189111538617688
1990-03-30,-0.026786472175485798
1990-04-30,0.08958200186838106
1990-05-31,-0.006190003690981549
1990-06-29,-0.0013024877634997267
1990-07-31,-0.08840310223425929
1990-08-31,-0.0407689673727889
1990-09-28,0.007053676443634194
1990-10-31,0.054976447187288224
1990-11-30,0.025140598177082696
1990-12-31,0.0333907696246758
1991-01-31,0.06670690042112049
1991-02-28,0.021752866511146385
1991-03-28,0.0030787735950421613
1991-04-30,0.0341406703187932
1991-05-31,-0.0412404388095976
1991-06-28,0.045995118933191526
1991-07-31,0.025342224192490992
1991-08-30,-0.0015713245777062568
1991-09-30,0.017257289638178408
1991-10-31,-0.027935692694838643
1991-11-29,0.09485319241740386
1991-12-31,-0.022121191857101374
1992-01-31,0.002075738207986122
1992-02-28,-0.01650021216843567
1992-03-31,0.03566649373853714
1992-04-30,0.011308872211172716
1992-05-29,-0.014867143926165949
1992-06-30,0.051353021498796725
1992-07-31,-0.01744115448835515
1992-08-31,0.011690787516336343
1992-09-30,0.0019032063127011334
1992-10-30,0.022152259640253247
1992-11-30,0.020837682310766104
1992-12-31,0.013585500030371733
1993-01-29,0.024485053509897714
1993-02-26,0.022263214313578805
1993-03-31,-0.007568331820543506
1993-04-30,0.02301346845370289
1993-05-28,0.007702214900298543
1993-06-30,3.881786632731199e-05
1993-07-30,0.037489515432448606
1993-08-31,-0.005604190528528119
1993-09-30,0.013454119119587382
1993-10-29,-0.022816164500679026
1993-11-30,0.01959880129859748
1993-12-31,0.029162548498418595
1994-01-31,-0.030433265624158823
1994-02-28,-0.04608379264370821
1994-03-31,0.012137856926819568
1994-04-29,0.003786921473562188
1994-05-31,-0.028832216536671784
1994-06-30,0.035807184865495056
1994-07-29,0.037243643327172116
1994-08-31,-0.020767629086492323
1994-09-30,0.02432133847110962
1994-10-31,-0.030172738632599616
1994-11-30,0.013012033485704455
1994-12-30,0.02757140478597564
1995-01-31,0.03272900125159728
1995-02-28,0.023670289096843433
1995-03-31,0.023403954171705932
1995-04-28,0.03357661530045708
1995-05-31,0.02040194518806815
1995-06-30,0.031558338015688525
1995-07-31,0.0029502020879588198
1995-08-31,0.042861228925967776
1995-09-29,-0.00190139214106122
1995-10-31,0.03939082591440313
1995-11-30,0.026265555774321436
1995-12-29,0.025757947249054558
1996-01-31,0.002912507556694033
1996-02-29,0.016248768508473788
1996-03-29,0.012513923426246798
1996-04-30,0.021302864219066908
1996-05-31,0.004492327890897263
1996-06-28,-0.055825284549513965
1996-07-31,0.023565514733932424
1996-08-30,0.04758899471674782
1996-09-30,0.023430280518116353
1996-10-31,0.06099658224627791
1996-11-29,-0.011617757915569071
1996-12-31,0.042026588000946496
1997-01-31,0.005572855375751917
1997-02-28,-0.036378378670194556
1997-03-31,0.03391470614788439
1997-04-30,0.06408502240036262
1997-05-30,0.04101930416617661
1997-06-30,0.062237031936734244
1997-07-31,-0.04753767917729501
1997-08-29,0.05817240508783805
1997-09-30,-0.024251553524948233
1997-10-31,0.04492354062201187
1997-11-28,0.023947098203880746
1997-12-31,-0.0036539060375974097
1998-01-30,0.0670501308657665
1998-02-27,0.056433001160454355
1998-03-31,0.0011949252971361624
1998-04-30,-0.015101498483876985
1998-05-29,0.031215749342073273
1998-06-30,-0.028360867410648027
1998-07-31,-0.12065716487233535
1998-08-31,0.0556826024385928
1998-09-30,0.06627198032968917
1998-10-30,0.04340384326876645
1998-11-30,0.045485068858038824
1998-12-31,-0.017641126137033947
1999-01-29,-0.024582145489528306
1999-02-26,0.03157613325902364
1999-03-31,0.06084786621138205
1999-04-30,-0.012621626605562764
1999-05-28,0.023258261537563607
1999-06-30,-0.025491056763032316
1999-07-30,-0.010241592975483771
1999-08-31,-0.042682061701596274
1999-09-30,0.047520446488834134
1999-10-29,-0.00011434081320882417
1999-11-30,0.011048585778153708
1999-12-31,-0.025685903082555805
2000-01-31,-0.05169397833762879
2000-02-29,0.058344439581596186
2000-03-31,0.012124517419261682
2000-04-28,0.014116351284542361
2000-05-31,-0.0023203751302162123
2000-06-30,-0.02016664324837747
2000-07-31,0.06803216100437126
2000-08-31,0.012588541567754463
2000-09-29,-0.00043588547753303786
2000-10-31,-0.035993208918282615
2000-11-30,0.04274792949746353
2000-12-29,-0.016423021272544247
2001-01-31,-0.022625834830036662
2001-02-28,-0.04423531049881957
2001-03-30,0.06242444667148561
2001-04-30,0.014048425310315471
2001-05-31,-0.038874750574815486
2001-06-29,-0.00829296672881008
2001-07-31,-0.038426220684888324
2001-08-31,-0.07594964384825809
2001-09-28,0.015961726051916036
2001-10-31,0.050716662077212815
2001-11-30,0.019324537673237163
2001-12-31,-0.016858058681125776
2002-01-31,0.011174965798621539
2002-02-28,0.0454205029200474
2002-03-28,-0.038207601874514774
2002-04-30,-0.01397248186795308
2002-05-31,-0.06217269017541138
2002-06-28,-0.08065862372546184
2002-07-31,0.00953576113584087
2002-08-30,-0.09498175285428112
2002-09-30,0.0530313452077007
2002-10-31,0.03555648530114208
2002-11-29,-0.027787280292136618
2002-12-31,-0.030148075380426187
2003-01-31,-0.020563483746669386
2003-02-28,0.021890215690377968
2003-03-31,0.06396179743469887
2003-04-30,0.05624964727635162
2003-05-30,0.012980841558711598
2003-06-30,0.002893794631891655
2003-07-31,0.01625188835628144
2003-08-29,-0.006903635341285463
2003-09-30,0.045515333054969576
2003-10-31,0.012347527334408914
2003-11-28,0.0560938255069201
2003-12-31,0.0094978029245536
2004-01-30,0.026519917834276763
2004-02-27,-0.008979732701495324
2004-03-31,0.0008977385720696507
2004-04-30,0.003380379801009692
2004-05-28,0.020726924830381854
2004-06-30,-0.029462598612113866
2004-07-30,0.01446870725676952
2004-08-31,0.009966318645978411
2004-09-30,0.008837921959567119
2004-10-29,0.04263559896499314
2004-11-30,0.03376792924560701
2004-12-31,-0.01503139980830992
2005-01-31,0.040677916115257284
2005-02-28,-0.009696090681777458
2005-03-31,-0.01644782253405641
2005-04-29,0.025234543009635235
2005-05-31,-0.0021683883876773002
2005-06-30,0.03907334696903497
2005-07-29,-0.011015986312661208
2005-08-31,0.006664232429473005
2005-09-30,-0.023239390181121533
2005-10-31,0.027451188768723433
2005-11-30,0.005334606668774944
2005-12-30,0.021379707302373152
2006-01-31,0.005079813224668994
2006-02-28,0.008266405522860953
2006-03-31,0.008928821213506799
2006-04-28,-0.01624326829823397
2006-05-31,0.004643645288610054
2006-06-30,0.010337432675506797
2006-07-31,0.026684397330711374
2006-08-31,0.018357007150371585
2006-09-29,0.03164448900325856
2006-10-31,0.015503270282730464
2006-11-30,0.012357932471462663
2006-12-29,0.018925071428955054
2007-01-31,-0.010066569217412669
2007-02-28,0.011315574266887563
2007-03-30,0.04166935759275692
2007-04-30,0.028027134063299597
2007-05-31,-0.01986366424144781
2007-06-29,-0.03000062282975502
2007-07-31,0.01379632078855808
2007-08-31,0.043626078793028045
2007-09-28,0.019125398946594707
2007-10-31,-0.022991998313043882
2007-11-30,-0.009011058658586424
2007-12-31,-0.053447637943498494
2008-01-31,-0.025304817383600686
2008-02-29,-0.0019017987436389383
2008-03-31,0.03882001549036973
2008-04-30,0.017420657386123972
2008-05-30,-0.08030525999418658
2008-06-30,0.0012306117548535056
2008-07-31,0.011465831607862187
2008-08-29,-0.08552321416071418
2008-09-30,-0.16187665039762933
2008-10-31,-0.05693663036296992
2008-11-28,0.015736886934634153
2008-12-31,-0.08353396598288276
2009-01-30,-0.09480849542061354
2009-02-27,0.08081002765777456
2009-03-31,0.0730848363295602
2009-04-30,0.04893428345784567
2009-05-29,0.007782734326648999
2009-06-30,0.07061420161802978
2009-07-31,0.021004805397976556
2009-08-31,0.03650418877564232
2009-09-30,-0.02029145393793297
2009-10-30,0.06345082166647509
2009-11-30,0.02399603627215341
2009-12-31,-0.027925998485655468
2010-01-29,0.024855305730143495
2010-02-26,0.05028985080915849
2010-03-31,0.006837932902298283
2010-04-30,-0.0703320642704982
2010-05-28,-0.03867319966968863
2010-06-30,0.06829696068601443
2010-07-30,-0.025945823235383636
2010-08-31,0.0813633532978173
2010-09-30,0.03543259343197924
2010-10-29,-0.0017801837797810638
2010-11-30,0.056931986648619315
2010-12-31,0.009003376531847795
2011-01-31,0.03244262393298181
2011-02-28,0.008460979373847266
2011-03-31,0.03670684508412614
2011-04-29,0.0005267795856944701
2011-05-31,-0.014473005965724983
2011-06-30,-0.02183405764076607
2011-07-29,-0.03455476850411254
2011-08-31,-0.05633577870746953
2011-09-30,0.08958361903699164
2011-10-31,0.005671847121426987
2011-11-30,0.01843447013288202
2011-12-30,0.021777556852118574
2012-01-31,0.03615584143207817
2012-02-29,0.026873903992966852
2012-03-30,0.0008304291141734144
2012-04-30,-0.04032257747205259
2012-05-31,0.042929120606732596
2012-06-29,0.020065958156033625
2012-07-31,0.008350433869542151
2012-08-31,0.025829309169402404
2012-09-28,-0.011688982545434268
2012-10-31,0.003991431964607495
2012-11-30,-0.0004622521383681466
2012-12-31,0.05512014845452895
2013-01-31,0.015994448989437915
2013-02-28,0.04524201151252938
2013-03-28,0.028928362183405998
2013-04-30,-0.0032956813392026607
2013-05-31,-0.006245382979308989
2013-06-28,0.049215085014018944
2013-07-31,-0.032163992518359
2013-08-30,0.028661375146872947
2013-09-30,0.04291044115563847
2013-10-31,0.0160748462572462
2013-11-29,0.02144262652533757
2013-12-31,-0.03154181513035492
2014-01-31,0.04135847670086035
2014-02-28,0.007768760859949264
2014-03-31,0.015409331928044612
2014-04-30,0.02052202446169127
2014-05-30,0.023221847953304176
2014-06-30,-0.026715780689626878
2014-07-31,0.04290045337097337
2014-08-29,-0.0140638058017718
2014-09-30,0.03043804614765988
2014-10-31,0.02855359610107633
2014-11-28,-0.0024444356286600355
2014-12-31,-0.022620877628709568
2015-01-30,0.04458139408130424
2015-02-27,-0.014630522903353982
2015-03-31,0.005970249767815572
2015-04-30,0.009143407303801032
2015-05-29,-0.021536246857607688
2015-06-30,0.018403270328631427
2015-07-31,-0.058351621842080204
2015-08-31,-0.027131340285819427
2015-09-30,0.06763348519268653
2015-10-30,-0.008583762391059624
2015-11-30,-0.01650860437891999
2015-12-31,-0.02490249485997309
2016-01-29,0.004994555434211234
2016-02-29,0.06432979066236677
2016-03-31,0.003034397002238398
2016-04-29,0.010516712273645368
2016-05-31,0.02397599828820085
2016-06-30,0.025942276987965585
2016-07-29,-0.010738502141132367
2016-08-31,-0.002659486051513893
2016-09-30,-0.023085302093935556
2016-10-31,0.023601983151106953
2016-11-30,0.02112979930825798
2016-12-30,0.016563322052520313
2017-01-31,0.031775352999837025
2017-02-28,3.926708722046257e-05
2017-03-31,0.008478219316237823
2017-04-28,0.013207496423021103
2017-05-31,-0.0020305826992090825
2017-06-30,0.018805135275159257
2017-07-31,0.0020027689810560023
2017-08-31,0.005936623048635292
2017-09-29,0.0057608902794465955
2017-10-31,0.03256780029007955
2017-11-30,0.011458490156842638
2017-12-29,0.034312638019814656
2018-01-31,-0.0540243367791442
2018-02-28,-0.01711778146182208
2018-03-29,-0.000994879464710774
2018-04-30,0.00860493106424376
2018-05-31,0.014956355143551425
2018-06-29,0.035311918252181496
2018-07-31,0.012880783262373852
2018-08-31,0.007375993894226163
2018-09-28,-0.045661007942196186
2018-10-31,0.02733337931874935
2018-11-30,-0.08723186814763484
2018-12-31,0.08163966830170222
2019-01-31,0.034618470839209436
2019-02-28,0.014919227547166791
2019-03-29,0.033879070029072755
2019-04-30,-0.05564036206025569
2019-05-31,0.06543432217765188
2019-06-28,0.004933603832526501
2019-07-31,-0.002864670852428808
2019-08-30,0.023194253066973092
2019-09-30,0.010000054303519468
2019-10-31,0.02113716504833496
2019-11-29,0.02911336843626966
2019-12-31,0.0040555254137821795
2020-01-31,-0.0828843166085017
2020-02-28,-0.12621725545569418
2020-03-31,0.11171561976671329
2020-04-30,0.0533933269823863
2020-05-29,-0.002189408584044039
2020-06-30,0.05925619126669046
2020-07-31,0.042202816887464856
2020-08-31,-0.01645660673948024
2020-09-30,-0.010347240737609065
2020-10-30,0.09823386726282157
2020-11-30,0.025494830285238468
2020-12-31,-0.012064425987662108
2021-01-29,0.01234478537475625
2021-02-26,0.06201358097873588
2021-03-31,0.03668790270854716
2021-04-30,0.008920925456382234
2021-05-28,0.006987017908594906
2021-06-30,0.016166002014513348
2021-07-30,0.01618548621519844
2021-08-31,-0.04184617767015575
2021-09-30,0.05168551025870305
2021-10-29,-0.019808885915996055
2021-11-30,0.06257754424043038
2021-12-31,-0.039292003958228405
2022-01-31,-0.019367320415401568
2022-02-28,0.026993206050051288
2022-03-31,-0.059311684553545296
2022-04-29,0.014464232408501143
2022-05-31,-0.06936167539283455
2022-06-30,0.06965752487701327
2022-07-29,-0.02195742070795348
2022-08-31,-0.09075561768233498
2022-09-30,0.09362314523614446
2022-10-31,0.06369477348471464
2022-11-30,-0.0405133683987734
2022-12-30,0.030424336340379554
2023-01-31,-0.036355919833890415
2023-02-28,0.020077099584171698
2023-03-31,0.02126429174057165
2023-04-28,-0.05094041692638196
2023-05-31,0.06105292667347206
2023-06-30,0.022097985788101626
2023-07-31,-0.020427324157558657
2023-08-31,-0.04211293956658635
2023-09-29,-0.020496912606697504
2023-10-31,0.06710476693078493
2023-11-30,0.041955683700356294
2023-12-29,0.011737787564146673
2024-01-31,0.031946260650485225
2024-02-29,0.04101882887144637
2024-03-28,-0.033969812564474955
2024-04-30,0.03401323145104751
2024-05-31,0.0044600543668353865
2024-06-28,0.027386936730002143
2024-07-31,0.04277373670671025
2024-08-30,0.01725503193863487
2024-09-30,-0.008780126688659018
2024-10-31,0.053913190356799756
2024-11-29,-0.05722784524504554
2024-12-31,
