Strategy,Ann Return,Ann Vol,Sharpe,Max DD,Win Rate
Buy & Hold HRP,0.10149868492372094,0.1430316202296315,0.5146569093634932,-0.46158036422350657,0.6447368421052632
P(Bull) Scaled,0.1397693174461141,0.1240060340891399,0.8493525191807859,-0.21113676537741422,0.6469298245614035
